accountID,num_of_pymt,avg_pymt_amount,last_payment_date
5742460,3,13.33,2016-06-12
5746653,3,5.66,2016-03-25
5768696,4,11.75,2016-08-03
5781111,3,15.54,2016-06-14
5773701,2,2.73,2016-04-03
5779237,8,6.88,2016-08-28
5792743,4,2,2016-05-13
5784062,2,6,2016-06-20
5795703,2,4.5,2016-08-17
5799783,2,5,2016-07-27
5806927,3,6,2016-08-07
5806296,2,14.2,2016-06-11
5817642,4,5.39,2016-08-28
5827633,2,37.34,2016-07-30
5831155,2,3.5,2016-07-31
5833762,3,8.33,2016-08-01
5836767,2,6,2016-08-23
5837720,2,12.5,2016-08-24
5839571,3,3.66,2016-08-26
5839825,4,2.5,2016-08-30
5841354,2,2.17,2016-08-22
5035826,3,48.1,2016-08-24
5115672,2,25,2016-04-21
5153166,2,27.25,2016-03-28
5194879,4,12.5,2016-06-28
5199884,35,14.43,2016-08-27
5200028,4,10.95,2016-07-10
5211169,5,4,2016-04-25
5216885,2,7.5,2016-06-24
5265284,2,13.57,2016-05-30
5286968,2,25,2016-04-04
5301709,21,34.76,2016-08-23
5319973,2,2.5,2016-02-21
5329847,20,7,2016-08-31
5335451,4,25,2016-08-09
5344682,2,5.8,2016-07-24
5355562,2,8.23,2016-07-21
5386526,2,2.5,2016-08-14
5404189,3,3.72,2016-08-08
5413849,2,43.54,2016-08-30
5421152,2,55.5,2016-07-07
5440653,22,4.32,2016-08-06
5442912,4,5,2016-07-18
5583329,2,2.85,2016-04-09
5742428,2,10,2016-04-18
5749839,3,5.66,2016-03-28
5752460,2,17.5,2016-06-07
5754561,5,6.51,2016-08-09
5771645,2,7.67,2016-07-13
5782567,3,6,2016-06-09
5783812,2,15.55,2016-04-21
5803047,3,77.49,2016-07-09
5820441,6,4.16,2016-08-31
5828727,8,30,2016-09-02
5853244,2,8.24,2016-09-03
5479492,27,3.7,2016-08-31
5491467,9,3.89,2016-08-15
5509755,6,3.33,2016-04-06
5514525,3,6.67,2016-08-05
5515928,23,652.17,2016-08-31
5524179,20,7.34,2016-08-15
5536321,2,31.42,2016-06-18
5556004,2,14.25,2016-04-19
5572666,3,1.67,2016-06-07
5605345,2,5,2016-08-09
5610812,6,5,2016-07-31
5613261,4,2.73,2016-02-19
5616291,10,1.5,2016-06-21
5622370,6,4.17,2016-06-19
5633422,7,5.09,2016-07-14
5653229,7,12.14,2016-08-31
5654492,3,1.67,2016-08-08
5660011,5,2,2016-05-10
5694168,2,5,2016-06-20
5708035,3,33.33,2016-03-17
5710140,6,10,2016-04-22
5721557,4,3.75,2016-03-11
5724823,3,1.67,2016-03-14
5729889,3,7.33,2016-08-09
5726603,9,16.11,2016-08-05
5729749,2,2.82,2016-09-02
5744698,11,22.62,2016-08-31
5768068,3,20,2016-04-16
5773021,3,2.52,2016-05-15
5780462,28,9.64,2016-08-30
5787909,2,3.5,2016-04-29
5789545,2,17.28,2016-05-03
5789776,2,7.5,2016-05-04
5794031,2,33.46,2016-06-23
5795799,6,5,2016-08-25
5796501,2,5,2016-07-15
5799493,2,69.6,2016-05-27
5801412,2,30.5,2016-05-31
5808701,2,6.32,2016-07-25
5816705,4,18.97,2016-07-11
5819744,2,5,2016-07-01
5829535,2,4,2016-08-23
5836949,2,6.82,2016-08-24
5841698,2,1.5,2016-08-23
5029104,4,27.5,2016-08-25
5207335,4,15.7,2016-08-17
5208438,5,15,2016-08-22
5228619,9,72.22,2016-08-20
5252265,4,3.75,2016-05-10
5260587,6,113.67,2016-08-12
5262212,6,2.78,2016-08-21
5284807,28,59.66,2016-08-27
5290150,5,16.8,2016-07-29
5326227,8,20.88,2016-08-19
5369726,2,5,2016-06-12
5390229,5,11.6,2016-08-05
5400785,3,20.17,2016-06-28
5408176,2,26.96,2015-09-28
5414105,4,7.5,2016-05-24
5438260,3,3.33,2016-08-27
5445624,3,25,2016-08-09
5632693,3,3.55,2016-08-22
5752160,9,15.3,2016-08-03
5775900,2,5.5,2016-04-04
5776694,2,7.5,2016-08-03
5778899,3,2.71,2016-04-14
5786896,2,15.79,2016-07-08
5789033,2,5,2016-05-17
5792915,2,37,2016-05-11
5806586,2,13.5,2016-08-02
5830254,3,4.66,2016-07-20
5837878,2,5.5,2016-08-06
5842163,3,8.07,2016-08-13
5456770,24,32.74,2016-08-07
5457598,2,2.5,2016-03-20
5459651,14,2.86,2016-08-30
5502310,9,2.26,2016-08-21
5509957,5,22.4,2016-06-20
5514223,5,7.71,2016-08-10
5518899,5,20,2016-02-16
5519563,4,50,2016-08-09
5521430,6,30.83,2016-07-11
5525240,3,3.67,2016-07-25
5531904,3,25,2016-06-27
5539893,8,23.8,2016-05-23
5553676,2,29,2016-05-15
5578412,4,7.25,2016-05-24
5588937,9,2.78,2016-04-13
5597809,2,5.8,2016-05-12
5597970,2,5,2016-07-15
5608267,2,14.25,2016-04-12
5622269,4,3.75,2016-05-16
5628451,5,6,2016-09-02
5634623,34,10.29,2016-08-14
5641070,2,2.5,2016-05-18
5646490,2,14.5,2016-05-05
5647594,3,9.32,2016-05-27
5657193,3,42.53,2016-06-26
5659607,3,3.8,2016-04-22
5665705,2,27.88,2016-04-25
5702478,2,2.73,2016-08-27
5704236,5,2,2016-07-01
5714267,6,4.17,2016-07-13
5722063,5,3,2016-03-31
5725305,6,3.33,2016-02-17
5731115,7,10.57,2016-06-28
5735030,3,15,2016-06-26
5735335,3,11.02,2016-08-31
5736328,2,1.67,2016-02-06
5766601,2,4,2016-03-15
5772454,4,6.25,2016-08-24
5785482,4,6.47,2016-08-26
5784643,4,6.75,2016-08-18
5787416,7,9.52,2016-08-11
5794983,2,1.95,2016-06-03
5799251,4,14.2,2016-07-29
5796742,3,15.33,2016-08-20
5799558,2,58,2016-06-11
5801936,3,10,2016-08-16
5808002,3,6.72,2016-07-27
5810890,2,8,2016-06-18
5820804,2,7.5,2016-06-30
5821892,2,10.27,2016-08-04
5834957,2,151,2016-08-03
5040016,12,13.9,2016-09-02
5077281,6,16.67,2016-06-21
5137118,5,1,2016-08-07
5188409,4,21.31,2016-05-24
5214925,3,9.08,2016-02-26
5218675,25,7.38,2016-08-31
5219260,4,10.15,2016-06-15
5222628,8,18.75,2016-08-10
5292689,8,6.25,2016-04-20
5313383,9,2.22,2016-08-13
5323943,3,18.33,2016-08-12
5351455,5,17,2016-08-11
5359788,3,5,2016-07-23
5361616,4,2.5,2016-08-23
5366745,2,12.5,2016-02-29
5366752,3,5,2016-08-31
5370821,19,5.53,2016-08-11
5385302,8,3.13,2016-08-31
5404598,3,19.33,2016-05-06
5430951,10,18.82,2016-08-30
5453282,9,22.22,2016-07-27
5752873,4,7,2016-07-12
5755061,2,3.43,2016-07-21
5755219,4,6.41,2016-07-17
5773461,4,9.44,2016-08-17
5785504,4,11.81,2016-07-04
5808925,2,3.5,2016-06-16
5813295,4,8,2016-08-29
5822084,2,4.04,2016-08-06
5822382,3,6.67,2016-07-09
5832729,2,2.55,2016-08-03
5851356,3,3.09,2016-09-01
5458341,3,5,2016-07-01
5460523,2,42.63,2016-06-02
5462386,2,10,2016-06-30
5463593,2,3.55,2016-07-12
5474214,5,12,2016-08-19
5494120,4,12.5,2016-05-08
5496159,5,13,2016-08-01
5498067,33,14.78,2016-08-27
5503283,2,7.5,2016-08-27
1204835,3,18.75,2016-07-09
5512815,3,18.5,2016-08-12
5513211,21,6.98,2016-08-24
5528870,9,31.67,2016-04-27
5532137,8,11.88,2016-06-18
5552068,11,6.06,2016-09-01
5545489,8,4.53,2016-08-27
5549795,5,25,2016-05-07
5556812,2,2.78,2016-07-23
5557051,4,1.25,2016-04-14
5574943,11,3.64,2016-06-28
5579080,15,3.67,2016-03-23
5587490,6,27.58,2016-07-05
5596520,2,2.9,2016-06-10
5616473,6,7.42,2016-06-06
5627394,6,2.88,2016-07-27
5635558,6,54.17,2016-07-17
5654734,3,8.33,2016-03-06
5655332,3,33.33,2016-06-03
5661077,2,5,2016-05-02
5702086,3,1.93,2016-08-03
5707737,3,3.33,2016-08-24
5732852,7,7.14,2016-08-18
5739887,2,7.5,2016-04-20
5746324,2,1,2016-02-24
5746647,3,10.97,2016-08-04
5771721,3,9.32,2016-06-14
5773594,3,6.85,2016-05-03
5785426,2,11.97,2016-04-28
5796564,2,19.68,2016-07-19
5797527,3,4,2016-08-01
5807784,5,19.41,2016-07-19
5819700,3,1.33,2016-06-30
5822514,2,45.51,2016-07-05
5832180,8,6.94,2016-08-27
5834099,2,7.5,2016-07-28
5834484,2,3.5,2016-07-29
5846787,2,6.27,2016-08-24
5143291,4,8.75,2016-04-19
5197010,6,4.17,2016-07-20
5210433,5,13.78,2016-05-25
5215449,6,11.17,2016-04-26
5227784,12,12.68,2016-07-27
5245975,6,8.55,2016-06-13
5255373,11,14.55,2016-08-20
5256388,4,7.5,2016-06-25
5267580,18,5.23,2016-08-31
5267942,2,10,2016-06-14
5272073,14,3.36,2016-08-25
5291142,12,31.25,2016-08-20
5293187,7,16.07,2016-08-06
5296819,21,29.4,2016-08-23
5298751,6,33.33,2016-07-31
5310114,13,1.54,2016-06-27
5325899,4,37.5,2016-08-15
5341762,2,27.75,2016-07-23
5347964,2,53.4,2016-08-15
5356693,3,5,2016-08-02
5375805,22,10.45,2016-08-25
5386547,3,15,2016-04-15
5437615,4,16.79,2016-06-23
5440200,3,12.78,2016-09-01
5450028,77,6.18,2016-09-01
5554321,10,5,2016-08-03
5767905,2,61.5,2016-05-09
5774266,5,8.8,2016-06-03
5791457,2,7.52,2016-08-16
5817849,3,7.48,2016-08-22
5820956,2,1,2016-07-06
5847068,8,11.86,2016-08-25
5456552,3,9.25,2016-07-03
5459060,9,2.78,2016-07-25
5460327,2,5,2016-05-04
5477981,4,6.95,2016-07-12
5483190,18,3.33,2016-08-15
5502963,7,2.14,2016-07-25
5504137,2,2.5,2016-08-26
5524362,7,2.86,2016-08-01
5535923,10,54.59,2016-03-29
5543121,5,20,2016-04-18
5548752,5,6.68,2016-08-03
5562324,4,1.43,2016-04-15
5564110,22,90.51,2016-05-31
5581265,3,9.43,2016-05-11
5585034,5,11,2016-08-08
5590116,4,2.16,2016-04-06
5598101,7,11.15,2016-08-12
5612671,49,4.62,2016-08-28
5711941,7,5.71,2016-07-29
5623104,6,11.52,2016-08-16
5623999,3,5,2016-08-15
5632507,6,5.83,2016-08-25
5661499,4,1.36,2016-08-05
5661935,9,5,2016-06-12
5664845,6,5,2016-09-01
5693686,4,3.75,2016-06-20
5699453,8,3.13,2016-08-22
5705296,6,7.53,2016-08-16
5703304,4,5.63,2016-08-10
5710164,2,55,2016-06-24
5718283,7,12.86,2016-03-08
5742038,4,10,2016-04-10
5749703,2,5,2016-08-31
5752608,2,2.5,2016-03-22
5766465,4,4.5,2016-08-31
5778294,3,5,2016-08-25
5786729,2,1.99,2016-04-27
5789125,5,12,2016-08-12
5791044,2,3.5,2016-05-07
5796411,5,3.39,2016-08-25
5800995,4,3.87,2016-08-11
5805556,2,4,2016-06-09
5807910,2,11.35,2016-07-18
5820931,2,1,2016-07-02
5821034,3,10.65,2016-08-14
5822023,2,5,2016-07-04
5833587,2,21,2016-07-29
5837057,6,4.11,2016-09-02
5839815,2,6,2016-08-23
5840845,2,5.84,2016-08-10
5842972,2,3.5,2016-08-14
5851104,2,5.84,2016-08-30
5852515,2,4.99,2016-09-01
5068680,2,5.7,2016-04-29
5185877,3,33.33,2016-06-04
5196662,4,3.75,2016-07-05
5199817,4,5,2016-08-19
5202586,5,20,2016-08-16
5203893,7,2.86,2016-08-25
5206553,3,10,2016-07-31
5212998,4,8.75,2016-06-11
5230723,6,0.75,2016-02-29
5253294,8,10.53,2016-04-22
5264207,2,2.5,2016-05-10
5264815,3,27.42,2016-03-25
5270606,4,41.25,2016-01-20
5272719,5,8.33,2016-05-26
5291832,9,5.62,2016-08-27
5301039,8,14.85,2016-08-15
5324637,2,12.5,2016-02-14
5351004,2,50,2016-05-31
5354435,2,60.9,2016-05-05
5363682,16,29.69,2016-08-25
5428614,5,60,2016-08-18
5429981,3,23.13,2016-06-08
5431569,3,66.67,2016-04-12
5437182,5,2,2016-06-26
5441107,2,55.63,2016-08-25
5753389,2,1,2016-03-13
5766504,3,12.33,2016-06-30
5775438,3,7.65,2016-04-05
5776378,2,10,2016-06-21
5789938,2,25,2016-05-09
5805514,2,1,2016-06-11
5805762,2,4.85,2016-08-10
5833167,2,11,2016-07-27
5486403,6,5.83,2016-06-23
5464592,4,8.75,2016-05-06
5476104,4,2.5,2016-03-11
5476717,12,3.33,2016-07-28
5478494,14,78.57,2016-09-01
5482250,2,3.87,2016-07-30
5495232,4,8.75,2016-04-28
5500425,2,2.5,2016-03-23
5504838,3,16.67,2016-07-25
5512901,7,10,2016-07-27
5555285,8,5,2016-08-17
5568858,6,2.5,2016-07-27
5564702,9,1.67,2016-03-22
5588726,9,3.89,2016-08-26
5589617,8,3.75,2016-09-03
5603966,13,5.77,2016-08-18
5616597,25,4,2016-08-19
5626183,8,6.25,2016-08-31
5622074,13,1.54,2016-07-29
5630600,9,3.89,2016-08-14
5633127,2,2.5,2016-06-08
5658581,5,10,2016-06-22
5694859,2,12.5,2016-02-18
5701341,4,13.63,2016-03-17
5707406,4,2.79,2016-08-15
5717730,3,3.75,2016-08-26
5723868,3,1.67,2016-06-15
5727629,17,3.53,2016-06-07
5755214,2,4.5,2016-03-09
5782454,42,4.93,2016-08-14
5784440,3,9,2016-05-15
5791100,3,10.66,2016-05-12
5796601,2,62.12,2016-05-27
5799920,6,3.58,2016-09-03
5804870,4,1.75,2016-07-11
5805570,3,1.33,2016-06-14
5808159,2,7.75,2016-06-15
5824862,2,12.5,2016-08-26
5822631,2,13.5,2016-07-07
5828265,3,10.11,2016-08-25
5830331,5,4.4,2016-08-24
5835241,2,3.5,2016-08-02
5841712,2,5.7,2016-08-11
5847369,2,33.97,2016-08-24
5022047,4,60.57,2016-08-31
5061528,5,16.8,2016-08-21
5070322,4,3.75,2016-07-21
5166647,3,18.17,2016-03-02
5209347,2,25,2016-07-07
5210304,2,25,2016-07-02
5230605,7,2.14,2016-08-05
5237338,3,21.8,2016-08-29
5258412,2,58.09,2016-08-31
5267909,2,13.88,2016-08-15
5268779,8,4.38,2016-08-22
5318306,16,2.19,2016-08-03
5318546,4,7.13,2016-04-25
5326641,2,57,2016-04-28
5365688,2,8.43,2016-08-31
5380320,2,12.5,2016-02-06
5382441,14,2.84,2016-08-23
5388672,5,6.77,2016-08-22
5391234,16,9.06,2016-08-19
5436164,6,4.17,2016-07-21
5438000,11,45.95,2016-08-29
5505593,2,25,2016-04-28
5754355,4,4.4,2016-03-11
5768549,2,42.63,2016-06-28
5770565,3,25.66,2016-04-20
5786705,5,6.48,2016-09-01
5790085,2,35.5,2016-05-06
5792979,2,20.74,2016-05-15
5798496,2,6.5,2016-07-24
5805601,2,11.35,2016-08-08
5826840,2,13.5,2016-07-14
5457330,6,13.92,2016-07-10
5460001,24,3.54,2016-08-08
5461113,5,2,2016-03-14
5471630,5,6.62,2016-08-01
5473107,3,1.67,2016-04-24
5481779,3,8.33,2016-06-13
5492075,2,7.5,2016-08-03
5490282,3,13.3,2016-04-30
5498162,8,9.76,2016-07-12
5504865,2,11.1,2016-07-06
5505770,23,15.88,2016-08-22
5510472,4,2.8,2016-08-13
5521821,3,5,2016-06-26
5534659,4,12.55,2016-09-01
5534947,11,6.82,2016-08-19
5570194,3,5.45,2016-02-20
5576497,3,18.17,2016-02-28
5594512,7,0.71,2016-08-09
5614939,6,8.33,2016-08-05
5627236,5,7,2016-05-04
5629583,2,2.85,2016-08-05
5635068,5,1.09,2016-03-17
5637888,13,1.54,2016-08-25
5641784,2,25,2016-03-28
5659400,9,0.61,2016-01-18
5665822,3,16.67,2016-05-08
5666409,12,10.76,2016-07-05
5693923,7,24.36,2016-06-16
5694308,3,3.8,2016-08-15
5721736,3,11.67,2016-04-25
5736332,2,5.7,2016-05-02
5736385,5,5.01,2016-08-15
5740529,2,57.38,2016-08-23
5759081,2,6,2016-04-15
5765896,6,15.83,2016-08-26
5768183,3,45.42,2016-04-24
5771334,3,7.33,2016-06-04
5777374,13,28.46,2016-08-30
5780246,2,7.99,2016-06-12
5780612,4,6.25,2016-08-09
5781262,4,33.75,2016-06-09
5784768,14,5.21,2016-08-20
5785195,2,7.5,2016-06-26
5789205,4,4.25,2016-08-16
5792801,6,6.84,2016-08-17
5794580,2,18.5,2016-05-16
5796897,4,4.5,2016-06-30
5804472,3,17.42,2016-07-21
5805639,2,7.5,2016-07-08
5807671,2,0.05,2016-08-10
5828493,2,4.64,2016-07-27
5832478,2,5,2016-07-30
5844755,3,11.29,2016-08-18
5104122,2,13.63,2016-02-01
5137899,9,3.33,2016-06-23
5200733,26,6.18,2016-08-31
5204410,40,16.39,2016-09-01
5237037,9,19.06,2016-08-27
5239688,2,5.8,2016-06-29
5246811,6,41.67,2016-08-16
5255006,2,5,2016-07-12
5256607,3,18.92,2016-07-14
5278201,7,3.57,2016-04-23
5290273,23,2.68,2016-08-02
5306595,5,5,2016-01-20
5308173,8,1.88,2016-08-10
5311958,4,1.36,2016-03-28
5326763,14,16.07,2016-07-20
5328844,7,105.31,2016-08-08
5344529,4,37.5,2016-09-01
5390537,8,12.5,2016-07-25
5396837,4,37.5,2016-06-15
5400543,3,7.57,2016-08-17
5409651,6,5.68,2016-07-07
5412500,15,7,2016-08-24
5426885,3,15,2016-08-11
5435660,3,10,2016-08-16
5438185,2,13.63,2016-02-29
5447321,7,28.57,2016-05-26
5742230,2,9.81,2016-02-14
5745520,3,22.33,2016-08-19
5747226,2,7.3,2016-04-04
5750104,2,2.73,2016-02-29
5759446,2,1,2016-03-16
5787498,2,13.89,2016-04-28
5792435,2,20.03,2016-07-04
5802373,4,6.25,2016-07-25
5831898,2,27,2016-07-24
5836906,2,5.55,2016-08-31
5840907,2,9.02,2016-08-11
5469518,2,10,2016-08-10
5470039,2,8.75,2016-08-23
5472198,2,57.23,2016-03-23
5479286,26,10,2016-08-27
5493214,4,1.25,2016-05-02
5496326,2,15,2016-05-12
5506316,3,9.25,2016-08-12
5523334,11,25.57,2016-08-15
5534396,2,2.73,2016-02-28
5538017,3,1.94,2016-03-10
5553883,3,5,2016-09-01
5607718,3,3.33,2016-05-12
5618698,6,1.34,2016-07-12
5623060,8,6.25,2016-07-26
5629910,89,0.05,2016-02-10
5627539,3,3.33,2016-08-01
5632018,6,8.33,2016-07-27
5633403,8,16.88,2016-08-28
5699759,5,0.42,2016-08-31
5724658,2,2.78,2016-07-13
5711318,7,7.14,2016-04-05
5712043,3,1.67,2016-03-08
5721889,2,12.5,2016-03-01
5727466,4,9.54,2016-02-09
5730262,2,2.5,2016-03-02
5738441,3,7.38,2016-05-07
5743243,3,116.5,2016-05-17
5743930,2,6.56,2016-04-06
5746718,2,7.65,2016-06-15
5766640,3,4,2016-06-21
5767498,3,4,2016-04-12
5774249,3,18.33,2016-08-31
5771413,2,7.5,2016-04-27
5774092,2,2.5,2016-04-05
5786355,5,19.6,2016-06-25
5789155,2,11,2016-05-16
5792888,2,53.5,2016-05-12
5793566,3,4.99,2016-08-16
5803289,9,4.44,2016-08-25
5804046,2,14,2016-06-06
5829904,2,37.5,2016-08-31
5842649,2,1,2016-08-17
5848077,2,18.5,2016-08-28
5850950,8,0.75,2016-09-01
5184321,3,16.67,2016-08-08
5206335,2,2.9,2016-08-05
5214145,3,10,2016-05-25
5227659,2,10,2016-08-26
5233370,41,3.41,2016-08-30
5252236,6,15,2016-07-22
5256875,9,9.67,2016-06-12
5288683,2,12.46,2016-06-15
5313093,3,66.67,2016-08-27
5319092,9,3.33,2016-08-23
5339559,2,19.33,2016-07-21
5350262,2,225,2015-11-01
5356587,5,11.35,2016-08-18
5369306,4,2.5,2016-05-06
5377204,2,27.25,2016-02-09
5409217,20,3.98,2016-08-02
5421241,4,7.13,2016-05-01
5423300,3,7.58,2016-09-03
5444621,14,5.36,2016-05-25
5444847,11,9.56,2016-08-10
5448395,3,8.33,2016-07-23
5753466,2,4,2016-04-08
5754419,9,7.22,2016-08-25
5780630,4,11.25,2016-08-12
5788299,3,13.33,2016-05-27
5791450,3,6.67,2016-05-11
5800726,3,4.76,2016-05-29
5821229,3,17.54,2016-08-23
5833873,3,16.28,2016-08-02
5838438,2,47.18,2016-08-05
5840227,3,23.33,2016-08-23
5840735,2,5,2016-08-10
5843237,2,3.5,2016-08-14
5850738,2,6,2016-08-28
5498017,2,12.5,2016-05-12
5505731,2,2.85,2016-04-10
5519536,4,14.68,2016-08-09
5525477,10,3,2016-08-31
5569214,2,291.45,2016-08-22
5553729,2,3.14,2016-07-11
5561321,50,7.09,2016-08-29
5556887,6,1.67,2016-04-06
5561001,2,84,2016-08-14
5562281,13,15.97,2016-08-26
5583875,3,19.33,2016-05-13
5584871,4,2.5,2016-02-22
5593705,7,7.14,2016-08-10
5597324,7,2.86,2016-04-07
5603806,5,5.69,2016-04-20
5645237,2,12.5,2016-09-01
5655991,8,5.63,2016-08-30
5659677,5,6,2016-08-01
5695232,5,3,2016-03-09
5703522,11,2.27,2016-03-11
5708944,2,16.98,2016-04-19
5711716,3,16.67,2016-06-27
5721049,5,35,2016-05-22
5726106,10,4,2016-09-03
5726395,5,12,2016-08-24
5729304,2,12.5,2016-02-25
5729416,7,17.66,2016-08-28
5731481,14,41.43,2016-08-26
5732983,2,1.79,2016-08-26
5743506,2,3.5,2016-03-07
5752964,3,4.16,2016-08-04
5754213,2,6,2016-08-08
5767466,2,5,2016-03-31
5782580,4,29.25,2016-06-06
5776707,6,5.83,2016-08-19
5778012,3,38,2016-07-14
5782253,3,5,2016-07-07
5790404,3,2.81,2016-05-08
5795486,2,11,2016-05-17
5796510,3,4.99,2016-06-02
5802594,2,10,2016-07-04
5806502,2,17,2016-06-12
5806870,3,12.53,2016-08-13
5810349,3,4,2016-08-20
5822654,2,19.98,2016-07-06
5829451,5,6.49,2016-08-29
5830609,2,4,2016-07-23
5836413,3,11.46,2016-08-07
5841129,2,3.55,2016-08-27
5846498,3,5.66,2016-08-24
5028854,10,16.8,2016-07-04
5039544,4,2.5,2016-08-05
5069989,2,17.5,2016-03-17
5122171,81,3.64,2016-09-01
5136498,3,3.63,2016-05-05
5182446,4,14.5,2016-05-10
5188606,5,16,2016-04-08
5200767,4,33.75,2016-05-25
5212168,2,19.95,2016-04-07
5221716,5,20,2016-08-15
5245107,9,1.67,2016-08-09
5254637,25,9.2,2016-08-22
5258727,2,17.5,2016-04-06
5269130,3,18.33,2016-09-02
5283593,18,2.16,2016-04-29
5288732,5,7.67,2016-08-15
5294206,24,12.08,2016-08-18
5295813,6,0.67,2016-08-08
5305658,9,5.56,2016-08-05
5309152,2,5,2016-02-25
5313194,8,10.61,2016-08-23
5324234,4,18.75,2016-04-06
5335721,9,25,2016-08-01
5364779,11,0.45,2015-11-16
5413564,2,2.78,2016-08-21
5427853,2,77.9,2016-07-11
5543431,2,25,2016-04-22
5583688,6,28.25,2016-05-29
5751434,2,4,2016-03-02
5752353,3,4.54,2016-05-30
5770169,4,10.24,2016-08-06
5791908,3,7.18,2016-06-20
5794719,4,8.5,2016-08-30
5818841,3,8.33,2016-08-16
5828937,2,25,2016-07-24
5829471,3,3.33,2016-08-27
5831201,2,4.69,2016-07-22
5851861,2,6.82,2016-09-01
5458605,3,19.33,2016-06-29
5465515,3,5.7,2016-04-13
5473460,2,5,2016-07-31
5475638,6,4.17,2016-05-27
5504533,5,4,2016-07-08
5530291,6,8.15,2016-06-28
5553115,2,2.73,2016-03-28
5572165,4,2.5,2016-07-11
5597188,5,54.5,2016-03-09
5604865,7,8.57,2016-08-20
5634836,5,2.48,2016-08-19
5626069,23,3.7,2016-08-29
5626151,13,6.92,2016-08-07
5657437,2,5.45,2016-07-13
5657418,2,5,2016-02-15
5665105,15,4.53,2016-08-10
5666953,2,2.5,2016-05-26
5673686,13,3.46,2016-07-31
5699448,5,12,2016-07-09
5699777,4,3.75,2016-05-19
5705434,2,3.33,2016-03-22
5715112,3,3.33,2016-02-11
5721064,2,15.57,2016-04-24
5731751,2,4.56,2016-02-15
5736851,5,9,2016-08-05
5739361,2,41.38,2016-08-02
5739731,2,5.45,2016-02-14
5743249,4,68.22,2016-07-05
5779935,2,35,2016-04-11
5751904,5,4.6,2016-06-06
5753592,2,12.18,2016-03-07
5753872,15,9.69,2016-07-14
5759395,3,14.88,2016-05-21
5773191,6,6.41,2016-08-26
5773416,2,6.47,2016-04-04
5778632,3,6.67,2016-07-05
5787087,3,1,2016-04-28
5791747,2,6,2016-05-10
5796268,4,5.5,2016-07-09
5805130,2,11,2016-06-13
5805748,2,47.07,2016-08-12
5819654,2,7.49,2016-08-21
5841664,2,7.5,2016-08-29
5848324,2,17.5,2016-08-24
5046432,2,2.5,2016-03-25
5068365,23,5.65,2016-08-15
5117582,4,2.5,2016-05-26
5150306,109,5.09,2016-09-02
5235378,2,7.5,2016-08-22
5280679,12,2.46,2016-08-04
5300028,2,8.28,2016-08-01
5348491,15,5.98,2016-08-29
5358617,4,10,2016-08-17
5394224,6,5.83,2016-08-21
5406404,3,16.67,2016-05-06
5412196,65,12.46,2016-08-31
5443083,2,50,2016-04-07
5591283,3,11.2,2016-08-27
5744902,7,7.71,2016-08-15
5746667,5,6.4,2016-08-22
5787267,2,7.8,2016-08-28
5799450,2,3.5,2016-07-14
5805833,2,1.99,2016-06-13
5821739,2,2.5,2016-07-04
5826917,4,4,2016-08-17
5826326,3,18,2016-07-17
5830151,2,12.5,2016-08-31
5833321,2,8.27,2016-08-27
5837721,2,28.5,2016-08-04
5844399,2,2.58,2016-08-19
5850693,2,1,2016-08-31
5463739,4,62.5,2016-03-14
5476792,7,11.17,2016-08-04
5476781,10,4.54,2016-08-19
5490285,5,12.48,2016-08-13
5533662,2,17.5,2016-06-01
5559692,12,9.19,2016-04-29
5584375,8,1.88,2016-05-24
5587549,3,12.72,2016-04-19
5588338,5,22.8,2016-04-18
5606370,13,4.9,2016-08-23
5608958,3,9.08,2016-02-15
5614281,4,5.63,2016-06-30
5614686,3,3.87,2016-07-27
5621936,4,1.25,2016-02-17
5626601,3,3.33,2016-03-17
5632613,7,3.57,2016-08-12
5638766,4,8.75,2016-05-25
5660916,3,36.67,2016-07-30
5699099,5,1.09,2016-03-26
5693148,4,12.5,2016-02-19
5701287,2,2.5,2016-07-07
5702442,2,2.5,2016-07-10
5711671,3,41.67,2016-08-22
5720052,2,5.45,2016-07-06
5738163,4,3,2016-07-12
5725212,6,3.63,2016-03-21
5729611,2,54.5,2016-03-01
5731824,2,12.5,2016-09-03
5733084,5,6,2016-09-01
5736994,3,3.84,2016-03-15
5744138,9,18.73,2016-09-02
5744529,2,1,2016-02-20
5751487,3,21.17,2016-07-06
5768100,2,5,2016-08-17
5772695,2,2.99,2016-03-24
5775781,3,4.99,2016-04-13
5783387,5,8.6,2016-06-23
5791493,2,17,2016-06-29
5792652,2,4,2016-05-15
5823172,2,98,2016-07-05
5834498,2,-13.88,2016-08-03
5845279,4,5,2016-08-26
5845989,2,6,2016-08-31
5017179,4,38.71,2016-06-19
5067725,3,25,2016-08-23
5184568,4,2.5,2016-08-22
5187221,4,8.18,2016-08-21
5196024,5,5,2016-08-19
5201467,2,13.88,2016-07-07
5208249,17,21.5,2016-08-17
5225238,4,19.69,2016-07-20
5235999,3,82.99,2016-06-19
5278789,2,5,2016-07-21
5281496,10,6,2016-04-03
5302414,2,12.5,2016-03-25
5306295,2,7.5,2016-08-06
5329293,30,12.5,2016-09-02
5333807,5,5,2016-02-05
5359609,7,0.71,2016-08-16
5360428,7,40.07,2016-08-29
5362871,5,5,2016-02-20
5367670,4,6.94,2016-07-03
5375851,2,0.01,2015-11-02
5402475,4,25,2016-09-01
